"","Sno","Province","Coal Field","District","Mine","Notes","Worked by Joint Stock Companies","Worked by private owners","Worked by Government of India","Non-Act mines","When Opened","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","lat_manual","long_manual","geo","coordinates.lon","coordinates.lat"
"486",486,"Bengal","Raniganj","Burdwan","Dobalia",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,     891,"NA",NA,"Burdwan District, Dobalia",87.61864,23.45953
"487",487,"Bengal","Raniganj","Burdwan","Dobrana","New",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1903,"23.686035258283262"," 87.17314722691764","Burdwan District, Dobrana",87.17345,23.68555
"488",488,"Bengal","Raniganj","Burdwan","Dobrana",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3013,"23.686035258283262"," 87.17314722691764","Burdwan District, Dobrana",87.17345,23.68555
"489",489,"Bengal","Raniganj","Burdwan","Faridpur",NA,NA, 1,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,    9161,"23.313607072158057"," 88.03875591917503","Burdwan District, Faridpur",88.03875,23.31359
"490",490,"Bengal","Raniganj","Burdwan","Faridpur",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,   18340,"23.313607072158057"," 88.03875591917503","Burdwan District, Faridpur",88.03875,23.31359
"491",491,"Bengal","Raniganj","Burdwan","Ghusik",NA,NA, 1,NA,NA,"1888",NA,NA,NA,NA,NA,NA,NA,NA,NA,   21215,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"492",492,"Bengal","Raniganj","Burdwan","Ghusik","New",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"493",493,"Bengal","Raniganj","Burdwan","Ghusik",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4811,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"494",494,"Bengal","Raniganj","Burdwan","Ghusik",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"495",495,"Bengal","Raniganj","Burdwan","Ghusik",NA,NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"496",496,"Bengal","Raniganj","Burdwan","Ghusik","West",NA, 1,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3723,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"497",497,"Bengal","Raniganj","Burdwan","Ghusik","North",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     204,"23.67387411061726"," 87.00091552548551","Burdwan District, Ghusik",87.61864,23.45953
"498",498,"Bengal","Raniganj","Burdwan","Haripur",NA,NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,    6842,"23.67791393504224"," 87.19075836388829","Burdwan District, Haripur",87.19346,23.67733
"499",499,"Bengal","Raniganj","Burdwan","Haripur",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,   15086,"23.67791393504224"," 87.19075836388829","Burdwan District, Haripur",87.19346,23.67733
"500",500,"Bengal","Raniganj","Burdwan","Hatnol",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3302,"NA",NA,"Burdwan District, Hatnol",87.61864,23.45953
"501",501,"Bengal","Raniganj","Burdwan","Jamehari",NA,NA, 1,NA,NA,"1854",NA,NA,NA,NA,NA,NA,NA,NA,NA,   26108,"23.648427009320468"," 87.07127644118658","Burdwan District, Jamehari",87.61864,23.45953
"502",502,"Bengal","Raniganj","Burdwan","Jamehari",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     354,"23.648427009320468"," 87.07127644118658","Burdwan District, Jamehari",87.61864,23.45953
"503",503,"Bengal","Raniganj","Burdwan","Jote Janaki",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   19809,"23.666333895093928"," 87.14287190411223","Burdwan District, Jote Janaki",87.14478,23.66867
"504",504,"Bengal","Raniganj","Burdwan","Jote Janaki",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,   13575,"23.666333895093928"," 87.14287190411223","Burdwan District, Jote Janaki",87.14478,23.66867
"505",505,"Bengal","Raniganj","Burdwan","Kajora",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3560,"23.59883760874673"," 87.18068179269241","Burdwan District, Kajora",87.14728,23.61223
"506",506,"Bengal","Raniganj","Burdwan","Kajora",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,   15404,"23.59883760874673"," 87.18068179269241","Burdwan District, Kajora",87.14728,23.61223
"507",507,"Bengal","Raniganj","Burdwan","Kajora",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.59883760874673"," 87.18068179269241","Burdwan District, Kajora",87.14728,23.61223
"508",508,"Bengal","Raniganj","Burdwan","Kajora",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     928,"23.59883760874673"," 87.18068179269241","Burdwan District, Kajora",87.14728,23.61223
"509",509,"Bengal","Raniganj","Burdwan","Kalipahari","West Ghusik",NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,    6961,"23.430710476244165"," 86.87420361504196","Burdwan District, Kalipahari",87.01618,23.66503
"510",510,"Bengal","Raniganj","Burdwan","Kalipahari",NA,NA, 1,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.430710476244165"," 86.87420361504196","Burdwan District, Kalipahari",87.01618,23.66503
"511",511,"Bengal","Raniganj","Burdwan","Kashidanga",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.741776662642422"," 87.02924737481902","Burdwan District, Kashidanga",88.34579,23.54922
"512",512,"Bengal","Raniganj","Burdwan","Kenda","2 mines",NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    7352,"23.18908234502937"," 86.51713661846166","Burdwan District, Kenda",87.16971,23.67508
"513",513,"Bengal","Raniganj","Burdwan","Kenda",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2868,"23.18908234502937"," 86.51713661846166","Burdwan District, Kenda",87.16971,23.67508
"514",514,"Bengal","Raniganj","Burdwan","Kenda",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2109,"23.18908234502937"," 86.51713661846166","Burdwan District, Kenda",87.16971,23.67508
"515",515,"Bengal","Raniganj","Burdwan","Kendra",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3597,"23.23550223253833"," 87.06870148908428","Burdwan District, Kendra",87.24006,23.73654
"516",516,"Bengal","Raniganj","Burdwan","Kessabganj",NA,NA, 1,NA,NA,"1891",NA,NA,NA,NA,NA,NA,NA,NA,NA,    8512,"23.261042467552812"," 87.84304696705254","Burdwan District, Kessabganj",87.61864,23.45953
"517",517,"Bengal","Raniganj","Burdwan","Kessabganj",NA,NA, 1,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1850,"23.261042467552812"," 87.84304696705254","Burdwan District, Kessabganj",87.61864,23.45953
"518",518,"Bengal","Raniganj","Burdwan","Kessabganj",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.261042467552812"," 87.84304696705254","Burdwan District, Kessabganj",87.61864,23.45953
"519",519,"Bengal","Raniganj","Burdwan","Khoirabad",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.801126845252444"," 86.9548506183737","Burdwan District, Khoirabad",87.61864,23.45953
"520",520,"Bengal","Raniganj","Burdwan","Khoodka","Location unclear",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.23904292728355"," 87.85109058392588","Burdwan District, Khoodka",87.61864,23.45953
"521",521,"Bengal","Raniganj","Burdwan","Lakhsmigunga",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Burdwan District, Lakhsmigunga",87.71080,23.48284
"522",522,"Bengal","Raniganj","Burdwan","Mabanpur",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,     231,"NA",NA,"Burdwan District, Mabanpur",87.03994,23.78561
"523",523,"Bengal","Raniganj","Burdwan","Mosila","Location unclear, used PO location",NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.429221834578097"," 86.87492521925482","Burdwan District, Mosila",87.61864,23.45953
"524",524,"Bengal","Raniganj","Burdwan","Mosila","Location unclear, used PO location",NA, 1,NA,NA,"1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5387,"23.429221834578097"," 86.87492521925482","Burdwan District, Mosila",87.61864,23.45953
"525",525,"Bengal","Raniganj","Burdwan","Mosila","Location unclear, used PO location",NA, 1,NA,NA,"1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.429221834578097"," 86.87492521925482","Burdwan District, Mosila",87.61864,23.45953
"526",526,"Bengal","Raniganj","Burdwan","Mosila","New, Location unclear, used PO location",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     724,"23.429221834578097"," 86.87492521925482","Burdwan District, Mosila",87.61864,23.45953
"527",527,"Bengal","Raniganj","Burdwan","Mosila","Location unclear, used PO location",NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,     634,"23.429221834578097"," 86.87492521925482","Burdwan District, Mosila",87.61864,23.45953
"528",528,"Bengal","Raniganj","Burdwan","Mouthdihi","Location unclear, used PO location",NA, 1,NA,NA,"1887",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.706333367374093"," 86.87396571874854","Burdwan District, Mouthdihi",87.61864,23.45953
"529",529,"Bengal","Raniganj","Burdwan","Nandi",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.70338017910429"," 87.07527794390685","Burdwan District, Nandi",87.07616,23.70159
"530",530,"Bengal","Raniganj","Burdwan","Nawpara","Location unclear",NA, 1,NA,NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,   17185,"23.585205764019353"," 87.19580753120236","Burdwan District, Nawpara",87.60136,23.58716
"531",531,"Bengal","Raniganj","Burdwan","Nawpara","Location unclear",NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3727,"23.585205764019353"," 87.19580753120236","Burdwan District, Nawpara",87.60136,23.58716
"532",532,"Bengal","Raniganj","Burdwan","Niga Valley",NA,NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2261,"NA",NA,"Burdwan District, Niga Valley",87.03494,23.67257
"533",533,"Bengal","Raniganj","Burdwan","Niga","South",NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2710,"NA",NA,"Burdwan District, Niga",87.03494,23.67257
"534",534,"Bengal","Raniganj","Burdwan","Nuni",NA,NA, 1,NA,NA,"1902",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.74742267843452"," 86.95922673118856","Burdwan District, Nuni",86.95991,23.74840
"535",535,"Bengal","Raniganj","Burdwan","Pahargora",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     256,"23.61700480179393"," 86.73946511047725","Burdwan District, Pahargora",87.61864,23.45953
"536",536,"Bengal","Raniganj","Burdwan","Pahargora","New",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     150,"23.61700480179393"," 86.73946511047725","Burdwan District, Pahargora",87.61864,23.45953
"537",537,"Bengal","Raniganj","Burdwan","Palasdiha",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4777,"23.71614508969646"," 86.95871801929638","Burdwan District, Palasdiha",87.30029,23.53160
"538",538,"Bengal","Raniganj","Burdwan","Purandip",NA,NA, 1,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4352,"23.63194553833184"," 87.13803012688939","Burdwan District, Purandip",87.61864,23.45953
"539",539,"Bengal","Raniganj","Burdwan","Raghunath Chak",NA,NA, 1,NA,NA,"1840",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5818,"23.763301304027614"," 86.96547374608504","Burdwan District, Raghunath Chak",86.96366,23.76482
"540",540,"Bengal","Raniganj","Burdwan","Rampur",NA,NA, 1,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.241446124450853"," 87.06953782530772","Burdwan District, Rampur",87.85989,23.48086
"541",541,"Bengal","Raniganj","Burdwan","Ranadanga",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.650487666627125"," 87.86530892081336","Burdwan District, Ranadanga",87.61864,23.45953
"542",542,"Bengal","Raniganj","Burdwan","Sabanpur",NA,NA, 1,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,      46,"23.17367393777559"," 87.2161704181995","Burdwan District, Sabanpur",87.61864,23.45953
"543",543,"Bengal","Raniganj","Burdwan","Sangramghur",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2468,"23.783175179552043"," 86.92175012055161","Burdwan District, Sangramghur",87.61864,23.45953
"544",544,"Bengal","Raniganj","Burdwan","Satpukhuria",NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.703106517136664"," 87.00414544869412","Burdwan District, Satpukhuria",87.61864,23.45953
"545",545,"Bengal","Raniganj","Burdwan","Searsol",NA,NA, 1,NA,NA,"1845",NA,NA,NA,NA,NA,NA,NA,NA,NA,   20000,"23.63838300979731"," 87.11259269380574","Burdwan District, Searsol",87.11298,23.63762
"546",546,"Bengal","Raniganj","Burdwan","Sonachora",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1176,"23.629567353813194"," 87.15530880644343","Burdwan District, Sonachora",87.15351,23.63167
"547",547,"Bengal","Raniganj","Burdwan","Srikistopore",NA,NA, 1,NA,NA,"1892",NA,NA,NA,NA,NA,NA,NA,NA,NA,   19204,"NA",NA,"Burdwan District, Srikistopore",87.61864,23.45953
"548",548,"Bengal","Raniganj","Burdwan","Sudehi",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.731334783104725"," 86.91384681486373","Burdwan District, Sudehi",87.61864,23.45953
"549",549,"Bengal","Raniganj","Burdwan","Thajora","Khajora?",NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Burdwan District, Thajora",87.61864,23.45953
"550",550,"Bengal","Raniganj","Burdwan","Vanora Khas",NA,NA, 1,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,   35042,"23.729380407458528"," 87.0214289550791","Burdwan District, Vanora Khas",87.61864,23.45953
"551",551,"Bengal","Raniganj","Bankura","Banskuri","Location of closest PO",NA, 1,NA,NA,"1897",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.56735856769546"," 87.10193817059022","Bankura District, Banskuri",87.06243,23.16454
"552",552,"Bengal","Raniganj","Bankura","Gopalpur",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.58155014553146"," 87.09690453814875","Bankura District, Gopalpur",87.15444,23.36517
"553",553,"Bengal","Raniganj","Bankura","Kalikapur",NA,NA, 1,NA,NA,"1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4098,"23.591281375887384"," 87.05462258023617","Bankura District, Kalikapur",87.05493,23.58971
"554",554,"Bengal","Raniganj","Birbhum","Arrong",NA,NA, 1,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1664,"23.77413988259767"," 87.07861698247537","Birbhum District, Arrong",87.61864,23.84017
"555",555,"Bengal","Raniganj","Manbhum","Agoya",NA, 1,NA,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.452546253044986"," 86.95758922990032","Manbhum District, Agoya",86.95803,24.45297
"556",556,"Bengal","Raniganj","Manbhum","Badjua",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1043,"23.80058940313791"," 86.6956262722039","Manbhum District, Badjua",78.96288,20.59368
"557",557,"Bengal","Raniganj","Manbhum","Chanch and Laikdi",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,  141836,"23.720281639939124"," 86.77772259252237","Manbhum District, Chanch and Laikdi",76.02468,11.52188
"558",558,"Bengal","Raniganj","Manbhum","Chowrassi",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,  134914,"NA",NA,"Manbhum District, Chowrassi",78.96288,20.59368
"559",559,"Bengal","Raniganj","Manbhum","Egarkur",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarkur",86.76929,23.75644
"560",560,"Bengal","Raniganj","Manbhum","Galphalbari",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4498,"23.754587648729743"," 86.76770216248252","Manbhum District, Galphalbari",78.96288,20.59368
"561",561,"Bengal","Raniganj","Manbhum","Hatbari",NA, 1,NA,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"24.182634282799718"," 87.02714566760143","Manbhum District, Hatbari",87.07928,23.17601
"562",562,"Bengal","Raniganj","Manbhum","Khudia",NA, 1,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.797862336259016"," 86.6286982138136","Manbhum District, Khudia",74.57782,30.06483
"563",563,"Bengal","Raniganj","Manbhum","Kumardubi",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,     618,"22.261336323591763"," 86.81014025783024","Manbhum District, Kumardubi",86.81011,22.26163
"564",564,"Bengal","Raniganj","Manbhum","Kumardubi",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"22.261336323591763"," 86.81014025783024","Manbhum District, Kumardubi",86.81011,22.26163
"565",565,"Bengal","Raniganj","Manbhum","Mugma",NA, 1,NA,NA,NA,"1896",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"566",566,"Bengal","Raniganj","Manbhum","Mugma",NA, 1,NA,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.773485713808174"," 86.73086906345739","Manbhum District, Mugma",86.73221,23.77275
"567",567,"Bengal","Raniganj","Manbhum","Nodiha",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,   29135,"23.87104268296668"," 86.46609044710475","Manbhum District, Nodiha",85.09852,20.95167
"568",568,"Bengal","Raniganj","Manbhum","Rajpura",NA, 1,NA,NA,NA,"1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.767333739806645"," 86.76768318145018","Manbhum District, Rajpura",76.59053,30.47658
"569",569,"Bengal","Raniganj","Manbhum","Saltore",NA, 1,NA,NA,NA,"1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,    5232,"23.6799695350717"," 86.80894545026513","Manbhum District, Saltore",86.80885,23.67924
"570",570,"Bengal","Raniganj","Manbhum","Sango Mohal",NA, 1,NA,NA,NA,"1901",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.751755920631624"," 86.71832450212204","Manbhum District, Sango Mohal",77.11688,31.91488
"571",571,"Bengal","Raniganj","Manbhum","Shampur",NA, 1,NA,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,   49661,"23.995706319873054"," 86.65211024067173","Manbhum District, Shampur",85.76538,20.28139
"572",572,"Bengal","Raniganj","Manbhum","Topatand",NA, 1,NA,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.807007817602035"," 86.69724562771087","Manbhum District, Topatand",78.96288,20.59368
"573",573,"Bengal","Raniganj","Manbhum","Banderchua",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,NA,NA,"Manbhum District, Banderchua",83.83272,22.69343
"574",574,"Bengal","Raniganj","Manbhum","Bhalcooria",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"NA",NA,"Manbhum District, Bhalcooria",78.96288,20.59368
"575",575,"Bengal","Raniganj","Manbhum","Bhangaband Bango-Lakshmi",NA,NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,     800,"23.743810963602975"," 86.37708506916084","Manbhum District, Bhangaband Bango-Lakshmi",78.96288,20.59368
"576",576,"Bengal","Raniganj","Manbhum","Birsingpore",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1219,"23.670065067601058"," 86.54795804492514","Manbhum District, Birsingpore",80.97329,24.80031
"577",577,"Bengal","Raniganj","Manbhum","Birsingpore","3 mines",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.670065067601058"," 86.54795804492514","Manbhum District, Birsingpore",80.97329,24.80031
"578",578,"Bengal","Raniganj","Manbhum","Brindabanpur",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2164,"23.76089289461627"," 86.74566437089732","Manbhum District, Brindabanpur",87.86725,22.10831
"579",579,"Bengal","Raniganj","Manbhum","Brindabanpur",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     487,"23.76089289461627"," 86.74566437089732","Manbhum District, Brindabanpur",87.86725,22.10831
"580",580,"Bengal","Raniganj","Manbhum","Brindabanpur",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,     774,"23.76089289461627"," 86.74566437089732","Manbhum District, Brindabanpur",87.86725,22.10831
"581",581,"Bengal","Raniganj","Manbhum","Chatadanga",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1241,"23.700666735680006"," 87.09297434552819","Manbhum District, Chatadanga",78.96288,20.59368
"582",582,"Bengal","Raniganj","Manbhum","Dhadkadih",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.010861377506938"," 86.36409639085933","Manbhum District, Dhadkadih",86.17899,22.80220
"583",583,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"584",584,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1895",NA,NA,NA,NA,NA,NA,NA,NA,NA,    3195,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"585",585,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1899",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"586",586,"Bengal","Raniganj","Manbhum","Egarcoor","2 mines",NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,    2141,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"587",587,"Bengal","Raniganj","Manbhum","Egarcoor","2 mines",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"588",588,"Bengal","Raniganj","Manbhum","Egarcoor","Kalitola",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,     623,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"589",589,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,     985,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"590",590,"Bengal","Raniganj","Manbhum","Egarcoor","2 mines",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"591",591,"Bengal","Raniganj","Manbhum","Egarcoor","North",NA, 1,NA,NA,"1908",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"592",592,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"593",593,"Bengal","Raniganj","Manbhum","Egarcoor",NA,NA, 1,NA,NA,"1910",NA,NA,NA,NA,NA,NA,NA,NA,NA,     545,"23.75472716668063"," 86.76133073641651","Manbhum District, Egarcoor",78.96288,20.59368
"594",594,"Bengal","Raniganj","Manbhum","Fatka",NA,NA, 1,NA,NA,"1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,   31203,"23.77263508491011"," 86.69316123717806","Manbhum District, Fatka",78.96288,20.59368
"595",595,"Bengal","Raniganj","Manbhum","Fatka","New",NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    4952,"23.77263508491011"," 86.69316123717806","Manbhum District, Fatka",78.96288,20.59368
"596",596,"Bengal","Raniganj","Manbhum","Jagrad",NA,NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.729427076326488"," 86.77826660262227","Manbhum District, Jagrad",86.77808,23.72839
"597",597,"Bengal","Raniganj","Manbhum","Kalimati",NA,NA, 1,NA,NA,"1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.760516146648307"," 86.78038138141711","Manbhum District, Kalimati",78.96288,20.59368
"598",598,"Bengal","Raniganj","Manbhum","Kalimati","2 mines",NA, 1,NA,NA,"1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,       0,"23.760516146648307"," 86.78038138141711","Manbhum District, Kalimati",78.96288,20.59368
"599",599,"Bengal","Raniganj","Manbhum","Kalimati",NA,NA, 1,NA,NA,"1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,    1700,"23.760516146648307"," 86.78038138141711","Manbhum District, Kalimati",78.96288,20.59368
